species_scientific_name,species_common_name,observation_date,track_type,total_sightings,vegetation_category,location_name,reserve_name,lat,long
Lynx rufus,Bobcat,1996-07-15,Tracks,2,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.920792,117.19151399999998
Canis latrans,Coyote,1996-07-15,Scat,135,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.920792,117.19151399999998
Canis latrans,Coyote,1996-07-15,Tracks,91,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.920792,117.19151399999998
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Scat,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.920792,117.19151399999998
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,2,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.920792,117.19151399999998
Odocoileus hemionus,Mule Deer,1996-07-15,Den/Bed Site,2,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.920792,117.19151399999998
Odocoileus hemionus,Mule Deer,1996-07-15,Scat,3,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.920792,117.19151399999998
Odocoileus hemionus,Mule Deer,1996-07-15,Sighting,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.920792,117.19151399999998
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,161,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.920792,117.19151399999998
Procyon lotor,Raccoon,1996-07-15,Scat,3,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.920792,117.19151399999998
Procyon lotor,Raccoon,1996-07-15,Tracks,2,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 2,Los Penasquitos Canyon Preserve,32.920792,117.19151399999998
Lynx rufus,Bobcat,1996-07-15,Evidence of Predation,1,Riparian and Bottomland Habitat,North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.919346999999995,117.196472
Lynx rufus,Bobcat,1996-07-15,Scat,15,Riparian and Bottomland Habitat,North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.919346999999995,117.196472
Lynx rufus,Bobcat,1996-07-15,Tracks,4,Riparian and Bottomland Habitat,North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.919346999999995,117.196472
Canis latrans,Coyote,1996-07-15,Evidence of Predation,1,Riparian and Bottomland Habitat,North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.919346999999995,117.196472
Canis latrans,Coyote,1996-07-15,Scat,159,Riparian and Bottomland Habitat,North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.919346999999995,117.196472
Canis latrans,Coyote,1996-07-15,Tracks,74,Riparian and Bottomland Habitat,North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.919346999999995,117.196472
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Scat,6,Riparian and Bottomland Habitat,North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.919346999999995,117.196472
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Tracks,1,Riparian and Bottomland Habitat,North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.919346999999995,117.196472
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,33,Riparian and Bottomland Habitat,North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.919346999999995,117.196472
Odocoileus hemionus,Mule Deer,1996-07-15,Den/Bed Site,1,Riparian and Bottomland Habitat,North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.919346999999995,117.196472
Odocoileus hemionus,Mule Deer,1996-07-15,Sighting,3,Riparian and Bottomland Habitat,North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.919346999999995,117.196472
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,185,Riparian and Bottomland Habitat,North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.919346999999995,117.196472
Procyon lotor,Raccoon,1996-07-15,Scat,1,Riparian and Bottomland Habitat,North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.919346999999995,117.196472
Procyon lotor,Raccoon,1996-07-15,Tracks,2,Riparian and Bottomland Habitat,North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 3,Los Penasquitos Canyon Preserve,32.919346999999995,117.196472
Lynx rufus,Bobcat,1996-07-15,Scat,16,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.917403,117.200903
Lynx rufus,Bobcat,1996-07-15,Tracks,10,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.917403,117.200903
Puma concolor,Cougar,1996-07-15,Scat,1,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.917403,117.200903
Canis latrans,Coyote,1996-07-15,Scat,158,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.917403,117.200903
Canis latrans,Coyote,1996-07-15,Tracks,82,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.917403,117.200903
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Scat,6,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.917403,117.200903
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Tracks,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.917403,117.200903
Mustela frenata,Long Tailed Weasel,1996-07-15,Tracks,1,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.917403,117.200903
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,12,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.917403,117.200903
Odocoileus hemionus,Mule Deer,1996-07-15,Sighting,3,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.917403,117.200903
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,137,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.917403,117.200903
Procyon lotor,Raccoon,1996-07-15,Scat,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.917403,117.200903
Procyon lotor,Raccoon,1996-07-15,Tracks,22,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.917403,117.200903
Neotoma lepida,Woodrat/Packrat,1996-07-15,Den/Bed Site,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.917403,117.200903
Neotoma lepida,Woodrat/Packrat,1996-07-15,Tracks,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 4,Los Penasquitos Canyon Preserve,32.917403,117.200903
Lynx rufus,Bobcat,1996-07-15,Scat,6,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.915083,117.202569
Lynx rufus,Bobcat,1996-07-15,Tracks,6,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.915083,117.202569
Puma concolor,Cougar,1996-07-15,Scat,1,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.915083,117.202569
Canis latrans,Coyote,1996-07-15,Scat,134,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.915083,117.202569
Canis latrans,Coyote,1996-07-15,Tracks,56,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.915083,117.202569
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Scat,3,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.915083,117.202569
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Tracks,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.915083,117.202569
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.915083,117.202569
Odocoileus hemionus,Mule Deer,1996-07-15,Scat,1,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.915083,117.202569
Odocoileus hemionus,Mule Deer,1996-07-15,Sighting,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.915083,117.202569
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,113,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.915083,117.202569
Procyon lotor,Raccoon,1996-07-15,Tracks,16,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.915083,117.202569
Neotoma lepida,Woodrat/Packrat,1996-07-15,Den/Bed Site,1,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",North Side PQ 1.5 East  to 2.5 Mile Marker - Section: 5,Los Penasquitos Canyon Preserve,32.915083,117.202569
Canis latrans,Coyote,1996-07-15,Scat,71,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 1,Los Penasquitos Canyon Preserve,32.906991999999995,117.20539199999999
Canis latrans,Coyote,1996-07-15,Tracks,25,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 1,Los Penasquitos Canyon Preserve,32.906991999999995,117.20539199999999
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Scat,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 1,Los Penasquitos Canyon Preserve,32.906991999999995,117.20539199999999
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,5,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 1,Los Penasquitos Canyon Preserve,32.906991999999995,117.20539199999999
Odocoileus hemionus,Mule Deer,1996-07-15,Sighting,1,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 1,Los Penasquitos Canyon Preserve,32.906991999999995,117.20539199999999
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,45,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 1,Los Penasquitos Canyon Preserve,32.906991999999995,117.20539199999999
Didelphis virginiana,Opossum,1996-07-15,Tracks,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 1,Los Penasquitos Canyon Preserve,32.906991999999995,117.20539199999999
Procyon lotor,Raccoon,1996-07-15,Scat,1,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 1,Los Penasquitos Canyon Preserve,32.906991999999995,117.20539199999999
Procyon lotor,Raccoon,1996-07-15,Tracks,4,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 1,Los Penasquitos Canyon Preserve,32.906991999999995,117.20539199999999
Neotoma lepida,Woodrat/Packrat,1996-07-15,Tracks,1,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 1,Los Penasquitos Canyon Preserve,32.906991999999995,117.20539199999999
Lynx rufus,Bobcat,1996-07-15,Scat,2,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 2,Los Penasquitos Canyon Preserve,32.909067,117.205483
Lynx rufus,Bobcat,1996-07-15,Tracks,4,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 2,Los Penasquitos Canyon Preserve,32.909067,117.205483
Canis latrans,Coyote,1996-07-15,Scat,208,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 2,Los Penasquitos Canyon Preserve,32.909067,117.205483
Canis latrans,Coyote,1996-07-15,Sighting,2,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 2,Los Penasquitos Canyon Preserve,32.909067,117.205483
Canis latrans,Coyote,1996-07-15,Tracks,131,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 2,Los Penasquitos Canyon Preserve,32.909067,117.205483
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Scat,3,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 2,Los Penasquitos Canyon Preserve,32.909067,117.205483
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Tracks,7,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 2,Los Penasquitos Canyon Preserve,32.909067,117.205483
Mustela frenata,Long Tailed Weasel,1996-07-15,Sighting,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 2,Los Penasquitos Canyon Preserve,32.909067,117.205483
Mustela frenata,Long Tailed Weasel,1996-07-15,Tracks,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 2,Los Penasquitos Canyon Preserve,32.909067,117.205483
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,9,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 2,Los Penasquitos Canyon Preserve,32.909067,117.205483
Odocoileus hemionus,Mule Deer,1996-07-15,Scat,3,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 2,Los Penasquitos Canyon Preserve,32.909067,117.205483
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,362,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 2,Los Penasquitos Canyon Preserve,32.909067,117.205483
Didelphis virginiana,Opossum,1996-07-15,Tracks,12,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 2,Los Penasquitos Canyon Preserve,32.909067,117.205483
Procyon lotor,Raccoon,1996-07-15,Scat,2,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 2,Los Penasquitos Canyon Preserve,32.909067,117.205483
Procyon lotor,Raccoon,1996-07-15,Tracks,42,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 2,Los Penasquitos Canyon Preserve,32.909067,117.205483
Neotoma lepida,Woodrat/Packrat,1996-07-15,Tracks,2,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 2,Los Penasquitos Canyon Preserve,32.909067,117.205483
Lynx rufus,Bobcat,1996-07-15,Scat,2,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 3,Los Penasquitos Canyon Preserve,32.910067,117.20539199999999
Lynx rufus,Bobcat,1996-07-15,Tracks,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 3,Los Penasquitos Canyon Preserve,32.910067,117.20539199999999
Canis latrans,Coyote,1996-07-15,Scat,34,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 3,Los Penasquitos Canyon Preserve,32.910067,117.20539199999999
Canis latrans,Coyote,1996-07-15,Sighting,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 3,Los Penasquitos Canyon Preserve,32.910067,117.20539199999999
Canis latrans,Coyote,1996-07-15,Tracks,35,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 3,Los Penasquitos Canyon Preserve,32.910067,117.20539199999999
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Tracks,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 3,Los Penasquitos Canyon Preserve,32.910067,117.20539199999999
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 3,Los Penasquitos Canyon Preserve,32.910067,117.20539199999999
Odocoileus hemionus,Mule Deer,1996-07-15,Sighting,4,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 3,Los Penasquitos Canyon Preserve,32.910067,117.20539199999999
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,39,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 3,Los Penasquitos Canyon Preserve,32.910067,117.20539199999999
Didelphis virginiana,Opossum,1996-07-15,Tracks,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 3,Los Penasquitos Canyon Preserve,32.910067,117.20539199999999
Procyon lotor,Raccoon,1996-07-15,Tracks,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 3,Los Penasquitos Canyon Preserve,32.910067,117.20539199999999
Lynx rufus,Bobcat,1996-07-15,Scat,1,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 4,Los Penasquitos Canyon Preserve,32.911158,117.205425
Canis latrans,Coyote,1996-07-15,Scat,123,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 4,Los Penasquitos Canyon Preserve,32.911158,117.205425
Canis latrans,Coyote,1996-07-15,Sighting,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 4,Los Penasquitos Canyon Preserve,32.911158,117.205425
Canis latrans,Coyote,1996-07-15,Tracks,47,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 4,Los Penasquitos Canyon Preserve,32.911158,117.205425
Urocyon cinereoargenteus,Gray Fox,1996-07-15,Tracks,1,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 4,Los Penasquitos Canyon Preserve,32.911158,117.205425
Odocoileus hemionus,Mule Deer,1996-07-15,Browse,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 4,Los Penasquitos Canyon Preserve,32.911158,117.205425
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,161,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 4,Los Penasquitos Canyon Preserve,32.911158,117.205425
Procyon lotor,Raccoon,1996-07-15,Tracks,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 4,Los Penasquitos Canyon Preserve,32.911158,117.205425
Lynx rufus,Bobcat,1996-07-15,Tracks,1,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 5,Los Penasquitos Canyon Preserve,32.90945,117.205825
Canis latrans,Coyote,1996-07-15,Scat,2,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 5,Los Penasquitos Canyon Preserve,32.90945,117.205825
Canis latrans,Coyote,1996-07-15,Tracks,3,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 5,Los Penasquitos Canyon Preserve,32.90945,117.205825
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,28,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 5,Los Penasquitos Canyon Preserve,32.90945,117.205825
Didelphis virginiana,Opossum,1996-07-15,Tracks,3,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 5,Los Penasquitos Canyon Preserve,32.90945,117.205825
Procyon lotor,Raccoon,1996-07-15,Tracks,25,"Grasslands, Vernal Pools, Meadows, and Other Herb Communities",West End Parking Lot over Knoll Trail - Section: 5,Los Penasquitos Canyon Preserve,32.90945,117.205825
Lynx rufus,Bobcat,1996-07-15,Tracks,2,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 6,Los Penasquitos Canyon Preserve,32.907185,117.20608999999999
Canis latrans,Coyote,1996-07-15,Scat,1,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 6,Los Penasquitos Canyon Preserve,32.907185,117.20608999999999
Canis latrans,Coyote,1996-07-15,Tracks,47,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 6,Los Penasquitos Canyon Preserve,32.907185,117.20608999999999
Odocoileus hemionus,Mule Deer,1996-07-15,Tracks,92,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 6,Los Penasquitos Canyon Preserve,32.907185,117.20608999999999
Didelphis virginiana,Opossum,1996-07-15,Tracks,24,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 6,Los Penasquitos Canyon Preserve,32.907185,117.20608999999999
Procyon lotor,Raccoon,1996-07-15,Tracks,112,"Non-Native Vegetation, Developed Areas, or Unvegetated Habitat",West End Parking Lot over Knoll Trail - Section: 6,Los Penasquitos Canyon Preserve,32.907185,117.20608999999999
Lepus californicus,Black Tailed Jackrabbit,2001-10-15,Tracks,2,Scrub and Chaparral,Spring Canyon (Otay) - Section: 1,(Otay area),32.560865,117.00546999999999
Lynx rufus,Bobcat,2001-10-15,Tracks,4,Scrub and Chaparral,Spring Canyon (Otay) - Section: 1,(Otay area),32.560865,117.00546999999999
Canis latrans,Coyote,2001-10-15,Tracks,7,Scrub and Chaparral,Spring Canyon (Otay) - Section: 1,(Otay area),32.560865,117.00546999999999
Geococcyx californianus,Roadrunner,2001-10-15,Tracks,3,Scrub and Chaparral,Spring Canyon (Otay) - Section: 1,(Otay area),32.560865,117.00546999999999
Neotoma lepida,Woodrat/Packrat,2001-10-15,Den/Bed Site,3,Scrub and Chaparral,Spring Canyon (Otay) - Section: 1,(Otay area),32.560865,117.00546999999999
Neotoma lepida,Woodrat/Packrat,2001-10-15,Tracks,2,Scrub and Chaparral,Spring Canyon (Otay) - Section: 1,(Otay area),32.560865,117.00546999999999
Lepus californicus,Black Tailed Jackrabbit,2001-10-15,Tracks,1,Scrub and Chaparral,Spring Canyon (Otay) - Section: 2,(Otay area),32.55888,117.0051
Lynx rufus,Bobcat,2001-10-15,Scat,2,Scrub and Chaparral,Spring Canyon (Otay) - Section: 2,(Otay area),32.55888,117.0051
Lynx rufus,Bobcat,2001-10-15,Tracks,12,Scrub and Chaparral,Spring Canyon (Otay) - Section: 2,(Otay area),32.55888,117.0051
Canis latrans,Coyote,2001-10-15,Scat,8,Scrub and Chaparral,Spring Canyon (Otay) - Section: 2,(Otay area),32.55888,117.0051
Canis latrans,Coyote,2001-10-15,Tracks,11,Scrub and Chaparral,Spring Canyon (Otay) - Section: 2,(Otay area),32.55888,117.0051
Urocyon cinereoargenteus,Gray Fox,2001-10-15,Tracks,1,Scrub and Chaparral,Spring Canyon (Otay) - Section: 2,(Otay area),32.55888,117.0051
Didelphis virginiana,Opossum,2001-10-15,Tracks,2,Scrub and Chaparral,Spring Canyon (Otay) - Section: 2,(Otay area),32.55888,117.0051
Geococcyx californianus,Roadrunner,2001-10-15,Tracks,2,Scrub and Chaparral,Spring Canyon (Otay) - Section: 2,(Otay area),32.55888,117.0051
Neotoma lepida,Woodrat/Packrat,2001-10-15,Den/Bed Site,22,Scrub and Chaparral,Spring Canyon (Otay) - Section: 2,(Otay area),32.55888,117.0051
Neotoma lepida,Woodrat/Packrat,2001-10-15,Tracks,12,Scrub and Chaparral,Spring Canyon (Otay) - Section: 2,(Otay area),32.55888,117.0051
Lepus californicus,Black Tailed Jackrabbit,2001-10-15,Tracks,2,Scrub and Chaparral,Spring Canyon (Otay) - Section: 3,(Otay area),32.558915,117.00275
